Null display is "<null>".
 first_name |  last_name  
------------+-------------
 TOMMY      | COLLAZO
 MANUEL     | MURRELL
 ANDREW     | PURDY
 DELORES    | HANSEN
 NELSON     | CHRISTENSON
 CASSANDRA  | WALTERS
 MINNIE     | ROMERO
 CHARLOTTE  | HUNTER
(8 rows)

 film_id |      title       
---------+------------------
     257 | DRUMLINE CYCLONE
     323 | FLIGHT LIES
     803 | SLACKER LIAISONS
(3 rows)

 film_id |      title       
---------+------------------
     803 | SLACKER LIAISONS
     323 | FLIGHT LIES
     257 | DRUMLINE CYCLONE
(3 rows)

 customer_id | first_name | last_name 
-------------+------------+-----------
         257 | MARSHA     | DOUGLAS
         142 | APRIL      | BURNS
         564 | BOB        | PFEIFFER
          89 | JULIA      | FLORES
(4 rows)

      country       
--------------------
 Brazil
 China
 India
 Japan
 Mexico
 Philippines
 Russian Federation
 United States
(8 rows)

 customer_id | first_name  |  last_name   | favorite_store 
 ANGELA      | HERNANDEZ    | Yes
 MELISSA     | KING         | Yes
 BRENDA      | WRIGHT       | Yes
 AMY         | LOPEZ        | Yes
 ANNA        | HILL         | Yes
 REBECCA     | SCOTT        | Yes
 VIRGINIA    | GREEN        | Yes
 KATHLEEN    | ADAMS        | Yes
 PAMELA      | BAKER        | Yes
 MARTHA      | GONZALEZ     | Yes
 DEBRA       | NELSON       | Yes
 AMANDA      | CARTER       | Yes
 STEPHANIE   | MITCHELL     | Yes
 CAROLYN     | PEREZ        | Yes
 CHRISTINE   | ROBERTS      | Yes
 MARIE       | TURNER       | Yes
 JANET       | PHILLIPS     | Yes
 CATHERINE   | CAMPBELL     | Yes
 FRANCES     | PARKER       | Yes
 ANN         | EVANS        | Yes
 JOYCE       | EDWARDS      | Yes
 DIANE       | COLLINS      | Yes
 ALICE       | STEWART      | Yes
 JULIE       | SANCHEZ      | Yes
 HEATHER     | MORRIS       | Yes
 TERESA      | ROGERS       | Yes
 DORIS       | REED         | Yes
 GLORIA      | COOK         | Yes
 EVELYN      | MORGAN       | Yes
 JEAN        | BELL         | Yes
 CHERYL      | MURPHY       | Yes
 MILDRED     | BAILEY       | Yes
 KATHERINE   | RIVERA       | Yes
 JOAN        | COOPER       | Yes
 ASHLEY      | RICHARDSON   | Yes
 JUDITH      | COX          | Yes
 ROSE        | HOWARD       | Yes
 JANICE      | WARD         | Yes
 KELLY       | TORRES       | Yes
 NICOLE      | PETERSON     | Yes
 JUDY        | GRAY         | Yes
 CHRISTINA   | RAMIREZ      | Yes
 KATHY       | JAMES        | Yes
 THERESA     | WATSON       | Yes
 BEVERLY     | BROOKS       | Yes
 DENISE      | KELLY        | Yes
 TAMMY       | SANDERS      | Yes
 IRENE       | PRICE        | Yes
 JANE        | BENNETT      | Yes
 LORI        | WOOD         | Yes
 RACHEL      | BARNES       | Yes
 MARILYN     | ROSS         | Yes
 ANDREA      | HENDERSON    | Yes
 KATHRYN     | COLEMAN      | Yes
 LOUISE      | JENKINS      | Yes
 SARA        | PERRY        | Yes
 ANNE        | POWELL       | Yes
 JACQUELINE  | LONG         | Yes
 WANDA       | PATTERSON    | Yes
 BONNIE      | HUGHES       | Yes
 JULIA       | FLORES       | Yes
 RUBY        | WASHINGTON   | Yes
 LOIS        | BUTLER       | Yes
 TINA        | SIMMONS      | Yes
 PHYLLIS     | FOSTER       | Yes
 NORMA       | GONZALES     | Yes
 PAULA       | BRYANT       | Yes
 DIANA       | ALEXANDER    | Yes
 ANNIE       | RUSSELL      | Yes
 LILLIAN     | GRIFFIN      | Yes
 EMILY       | DIAZ         | Yes
 ROBIN       | HAYES        | Yes
 PEGGY       | MYERS        | Yes
 CRYSTAL     | FORD         | Yes
 GLADYS      | HAMILTON     | Yes
 RITA        | GRAHAM       | Yes
 DAWN        | SULLIVAN     | Yes
 CONNIE      | WALLACE      | Yes
 FLORENCE    | WOODS        | Yes
 TRACY       | COLE         | Yes
 EDNA        | WEST         | Yes
 TIFFANY     | JORDAN       | Yes
 CARMEN      | OWENS        | Yes
 ROSA        | REYNOLDS     | Yes
 CINDY       | FISHER       | Yes
 GRACE       | ELLIS        | Yes
 WENDY       | HARRISON     | Yes
 VICTORIA    | GIBSON       | Yes
 EDITH       | MCDONALD     | Yes
 KIM         | CRUZ         | Yes
 SHERRY      | MARSHALL     | Yes
 SYLVIA      | ORTIZ        | Yes
 JOSEPHINE   | GOMEZ        | Yes
 THELMA      | MURRAY       | Yes
 SHANNON     | FREEMAN      | Yes
 SHEILA      | WELLS        | Yes
 ETHEL       | WEBB         | Yes
 ELLEN       | SIMPSON      | Yes
 ELAINE      | STEVENS      | Yes
 MARJORIE    | TUCKER       | Yes
 CARRIE      | PORTER       | Yes
 CHARLOTTE   | HUNTER       | Yes
 MONICA      | HICKS        | Yes
 ESTHER      | CRAWFORD     | Yes
 PAULINE     | HENRY        | Yes
 EMMA        | BOYD         | Yes
 JUANITA     | MASON        | Yes
 ANITA       | MORALES      | Yes
 RHONDA      | KENNEDY      | Yes
 HAZEL       | WARREN       | Yes
 AMBER       | DIXON        | Yes
 EVA         | RAMOS        | Yes
 DEBBIE      | REYES        | Yes
 APRIL       | BURNS        | Yes
 LESLIE      | GORDON       | Yes
 CLARA       | SHAW         | Yes
 LUCILLE     | HOLMES       | Yes
 JAMIE       | RICE         | Yes
 JOANNE      | ROBERTSON    | Yes
 ELEANOR     | HUNT         | Yes
 VALERIE     | BLACK        | Yes
 DANIELLE    | DANIELS      | Yes
 MEGAN       | PALMER       | Yes
 ALICIA      | MILLS        | Yes
 SUZANNE     | NICHOLS      | Yes
 MICHELE     | GRANT        | Yes
 GAIL        | KNIGHT       | Yes
 BERTHA      | FERGUSON     | Yes
 DARLENE     | ROSE         | Yes
 VERONICA    | STONE        | Yes
 JILL        | HAWKINS      | Yes
 ERIN        | DUNN         | Yes
 GERALDINE   | PERKINS      | Yes
 LAUREN      | HUDSON       | Yes
 CATHY       | SPENCER      | Yes
 JOANN       | GARDNER      | Yes
 LORRAINE    | STEPHENS     | Yes
 LYNN        | PAYNE        | Yes
 SALLY       | PIERCE       | Yes
 REGINA      | BERRY        | Yes
 ERICA       | MATTHEWS     | Yes
 BEATRICE    | ARNOLD       | Yes
 DOLORES     | WAGNER       | Yes
 BERNICE     | WILLIS       | Yes
 AUDREY      | RAY          | Yes
 YVONNE      | WATKINS      | Yes
 ANNETTE     | OLSON        | Yes
 JUNE        | CARROLL      | Yes
 SAMANTHA    | DUNCAN       | Yes
 MARION      | SNYDER       | Yes
 DANA        | HART         | Yes
 STACY       | CUNNINGHAM   | Yes
 ANA         | BRADLEY      | Yes
 RENEE       | LANE         | Yes
 IDA         | ANDREWS      | Yes
 VIVIAN      | RUIZ         | Yes
 ROBERTA     | HARPER       | Yes
 HOLLY       | FOX          | Yes
 BRITTANY    | RILEY        | Yes
 MELANIE     | ARMSTRONG    | Yes
 LORETTA     | CARPENTER    | Yes
 YOLANDA     | WEAVER       | Yes
 JEANETTE    | GREENE       | Yes
 LAURIE      | LAWRENCE     | Yes
 KATIE       | ELLIOTT      | Yes
 KRISTEN     | CHAVEZ       | Yes
 VANESSA     | SIMS         | Yes
 ALMA        | AUSTIN       | Yes
 SUE         | PETERS       | Yes
 ELSIE       | KELLEY       | Yes
 BETH        | FRANKLIN     | Yes
 JEANNE      | LAWSON       | Yes
 VICKI       | FIELDS       | Yes
 CARLA       | GUTIERREZ    | Yes
 TARA        | RYAN         | Yes
 ROSEMARY    | SCHMIDT      | Yes
 EILEEN      | CARR         | Yes
 TERRI       | VASQUEZ      | Yes
 GERTRUDE    | CASTILLO     | Yes
 LUCY        | WHEELER      | Yes
 TONYA       | CHAPMAN      | Yes
 ELLA        | OLIVER       | Yes
 STACEY      | MONTGOMERY   | Yes
 WILMA       | RICHARDS     | Yes
 GINA        | WILLIAMSON   | Yes
 KRISTIN     | JOHNSTON     | Yes
 JESSIE      | BANKS        | Yes
 NATALIE     | MEYER        | Yes
 AGNES       | BISHOP       | Yes
 VERA        | MCCOY        | Yes
 WILLIE      | HOWELL       | Yes
 CHARLENE    | ALVAREZ      | Yes
 BESSIE      | MORRISON     | Yes
 DELORES     | HANSEN       | Yes
 MELINDA     | FERNANDEZ    | Yes
 PEARL       | GARZA        | Yes
 ARLENE      | HARVEY       | Yes
 MAUREEN     | LITTLE       | Yes
 COLLEEN     | BURTON       | Yes
 ALLISON     | STANLEY      | Yes
 TAMARA      | NGUYEN       | Yes
 JOY         | GEORGE       | Yes
 GEORGIA     | JACOBS       | Yes
 CONSTANCE   | REID         | Yes
 LILLIE      | KIM          | Yes
 CLAUDIA     | FULLER       | Yes
 JACKIE      | LYNCH        | Yes
 MARCIA      | DEAN         | Yes
 TANYA       | GILBERT      | Yes
 NELLIE      | GARRETT      | Yes
 MINNIE      | ROMERO       | Yes
 MARLENE     | WELCH        | Yes
 HEIDI       | LARSON       | Yes
 GLENDA      | FRAZIER      | Yes
 LYDIA       | BURKE        | Yes
 VIOLA       | HANSON       | Yes
 COURTNEY    | DAY          | Yes
 MARIAN      | MENDOZA      | Yes
 STELLA      | MORENO       | Yes
 CAROLINE    | BOWMAN       | Yes
 DORA        | MEDINA       | Yes
 JO          | FOWLER       | Yes
 VICKIE      | BREWER       | Yes
 MATTIE      | HOFFMAN      | Yes
 TERRY       | CARLSON      | Yes
 MAXINE      | SILVA        | Yes
 IRMA        | PEARSON      | Yes
 MABEL       | HOLLAND      | Yes
 MARSHA      | DOUGLAS      | Yes
 MYRTLE      | FLEMING      | Yes
 LENA        | JENSEN       | Yes
 CHRISTY     | VARGAS       | Yes
 DEANNA      | BYRD         | Yes
 PATSY       | DAVIDSON     | Yes
 HILDA       | HOPKINS      | Yes
 GWENDOLYN   | MAY          | Yes
 JENNIE      | TERRY        | Yes
 NORA        | HERRERA      | Yes
 MARGIE      | WADE         | Yes
 NINA        | SOTO         | Yes
 CASSANDRA   | WALTERS      | Yes
 LEAH        | CURTIS       | Yes
 PENNY       | NEAL         | Yes
 KAY         | CALDWELL     | Yes
 PRISCILLA   | LOWE         | Yes
 NAOMI       | JENNINGS     | Yes
 CAROLE      | BARNETT      | Yes
 BRANDY      | GRAVES       | Yes
 OLGA        | JIMENEZ      | Yes
 BILLIE      | HORTON       | Yes
 DIANNE      | SHELTON      | Yes
 TRACEY      | BARRETT      | Yes
 LEONA       | OBRIEN       | Yes
 JENNY       | CASTRO       | Yes
 FELICIA     | SUTTON       | Yes
 SONIA       | GREGORY      | Yes
 MIRIAM      | MCKINNEY     | Yes
 VELMA       | LUCAS        | Yes
 BECKY       | MILES        | Yes
 BOBBIE      | CRAIG        | Yes
 VIOLET      | RODRIQUEZ    | Yes
 KRISTINA    | CHAMBERS     | Yes
 TONI        | HOLT         | Yes
 MISTY       | LAMBERT      | Yes
 MAE         | FLETCHER     | Yes
 SHELLY      | WATTS        | Yes
 DAISY       | BATES        | Yes
 RAMONA      | HALE         | Yes
 SHERRI      | RHODES       | Yes
 ERIKA       | PENA         | Yes
 JAMES       | GANNON       | Yes
 JOHN        | FARNSWORTH   | Yes
 ROBERT      | BAUGHMAN     | Yes
 MICHAEL     | SILVERMAN    | Yes
 WILLIAM     | SATTERFIELD  | Yes
 DAVID       | ROYAL        | Yes
 RICHARD     | MCCRARY      | Yes
 CHARLES     | KOWALSKI     | Yes
 JOSEPH      | JOY          | Yes
 THOMAS      | GRIGSBY      | Yes
 CHRISTOPHER | GRECO        | Yes
 DANIEL      | CABRAL       | Yes
 PAUL        | TROUT        | Yes
 MARK        | RINEHART     | Yes
 DONALD      | MAHON        | Yes
 GEORGE      | LINTON       | Yes
 KENNETH     | GOODEN       | Yes
 STEVEN      | CURLEY       | Yes
 EDWARD      | BAUGH        | Yes
 BRIAN       | WYMAN        | Yes
 RONALD      | WEINER       | Yes
 ANTHONY     | SCHWAB       | Yes
 KEVIN       | SCHULER      | Yes
 JASON       | MORRISSEY    | Yes
 MATTHEW     | MAHAN        | Yes
 GARY        | COY          | Yes
 TIMOTHY     | BUNN         | Yes
 JOSE        | ANDREW       | Yes
 LARRY       | THRASHER     | Yes
 JEFFREY     | SPEAR        | Yes
 FRANK       | WAGGONER     | Yes
 SCOTT       | SHELLEY      | Yes
 ERIC        | ROBERT       | Yes
 STEPHEN     | QUALLS       | Yes
 ANDREW      | PURDY        | Yes
 RAYMOND     | MCWHORTER    | Yes
 GREGORY     | MAULDIN      | Yes
 JOSHUA      | MARK         | Yes
 JERRY       | JORDON       | Yes
 DENNIS      | GILMAN       | Yes
 WALTER      | PERRYMAN     | Yes
 PATRICK     | NEWSOM       | Yes
 PETER       | MENARD       | Yes
 HAROLD      | MARTINO      | Yes
 DOUGLAS     | GRAF         | Yes
 HENRY       | BILLINGSLEY  | Yes
 CARL        | ARTIS        | Yes
 ARTHUR      | SIMPKINS     | Yes
 RYAN        | SALISBURY    | Yes
 ROGER       | QUINTANILLA  | Yes
 JOE         | GILLILAND    | Yes
 JUAN        | FRALEY       | Yes
 JACK        | FOUST        | Yes
 ALBERT      | CROUSE       | Yes
 JONATHAN    | SCARBOROUGH  | Yes
 JUSTIN      | NGO          | Yes
 TERRY       | GRISSOM      | Yes
 GERALD      | FULTZ        | Yes
 KEITH       | RICO         | Yes
 SAMUEL      | MARLOW       | Yes
 WILLIE      | MARKHAM      | Yes
 RALPH       | MADRIGAL     | Yes
 LAWRENCE    | LAWTON       | Yes
 NICHOLAS    | BARFIELD     | Yes
 ROY         | WHITING      | Yes
 BENJAMIN    | VARNEY       | Yes
 BRUCE       | SCHWARZ      | Yes
 BRANDON     | HUEY         | Yes
 ADAM        | GOOCH        | Yes
 HARRY       | ARCE         | Yes
 FRED        | WHEAT        | Yes
 WAYNE       | TRUONG       | Yes
 BILLY       | POULIN       | Yes
 STEVE       | MACKENZIE    | Yes
 LOUIS       | LEONE        | Yes
 JEREMY      | HURTADO      | Yes
 AARON       | SELBY        | Yes
 RANDY       | GAITHER      | Yes
 HOWARD      | FORTNER      | Yes
 EUGENE      | CULPEPPER    | Yes
 CARLOS      | COUGHLIN     | Yes
 RUSSELL     | BRINSON      | Yes
 BOBBY       | BOUDREAU     | Yes
 VICTOR      | BARKLEY      | Yes
 MARTIN      | BALES        | Yes
 ERNEST      | STEPP        | Yes
 PHILLIP     | HOLM         | Yes
 TODD        | TAN          | Yes
 JESSE       | SCHILLING    | Yes
 CRAIG       | MORRELL      | Yes
 ALAN        | KAHN         | Yes
 SHAWN       | HEATON       | Yes
 CLARENCE    | GAMEZ        | Yes
 SEAN        | DOUGLASS     | Yes
 PHILIP      | CAUSEY       | Yes
 CHRIS       | BROTHERS     | Yes
 JOHNNY      | TURPIN       | Yes
 EARL        | SHANKS       | Yes
 JIMMY       | SCHRADER     | Yes
 ANTONIO     | MEEK         | Yes
 DANNY       | ISOM         | Yes
 BRYAN       | HARDISON     | Yes
 TONY        | CARRANZA     | Yes
 LUIS        | YANEZ        | Yes
 MIKE        | WAY          | Yes
 STANLEY     | SCROGGINS    | Yes
 LEONARD     | SCHOFIELD    | Yes
 NATHAN      | RUNYON       | Yes
 DALE        | RATCLIFF     | Yes
 MANUEL      | MURRELL      | Yes
 RODNEY      | MOELLER      | Yes
 CURTIS      | IRBY         | Yes
 NORMAN      | CURRIER      | Yes
 ALLEN       | BUTTERFIELD  | Yes
 MARVIN      | YEE          | Yes
 VINCENT     | RALSTON      | Yes
 GLENN       | PULLEN       | Yes
 JEFFERY     | PINSON       | Yes
 TRAVIS      | ESTEP        | Yes
 JEFF        | EAST         | Yes
 CHAD        | CARBONE      | Yes
 JACOB       | LANCE        | Yes
 LEE         | HAWKS        | Yes
 MELVIN      | ELLINGTON    | Yes
 ALFRED      | CASILLAS     | Yes
 KYLE        | SPURLOCK     | Yes
 FRANCIS     | SIKES        | Yes
 BRADLEY     | MOTLEY       | Yes
 JESUS       | MCCARTNEY    | Yes
 HERBERT     | KRUGER       | Yes
 FREDERICK   | ISBELL       | Yes
 RAY         | HOULE        | Yes
 JOEL        | FRANCISCO    | Yes
 EDWIN       | BURK         | Yes
 DON         | BONE         | Yes
 EDDIE       | TOMLIN       | Yes
 RICKY       | SHELBY       | Yes
 TROY        | QUIGLEY      | Yes
 RANDALL     | NEUMANN      | Yes
 BARRY       | LOVELACE     | Yes
 ALEXANDER   | FENNELL      | Yes
 BERNARD     | COLBY        | Yes
 MARIO       | CHEATHAM     | Yes
 LEROY       | BUSTAMANTE   | Yes
 FRANCISCO   | SKIDMORE     | Yes
 MARCUS      | HIDALGO      | Yes
 MICHEAL     | FORMAN       | Yes
 THEODORE    | CULP         | Yes
 CLIFFORD    | BOWENS       | Yes
 MIGUEL      | BETANCOURT   | Yes
 OSCAR       | AQUINO       | Yes
 JAY         | ROBB         | Yes
 JIM         | REA          | Yes
 TOM         | MILNER       | Yes
 CALVIN      | MARTEL       | Yes
 ALEX        | GRESHAM      | Yes
 JON         | WILES        | Yes
 RONNIE      | RICKETTS     | Yes
 BILL        | GAVIN        | Yes
 LLOYD       | DOWD         | Yes
 TOMMY       | COLLAZO      | Yes
 LEON        | BOSTIC       | Yes
 DEREK       | BLAKELY      | Yes
 WARREN      | SHERROD      | Yes
 DARRELL     | POWER        | Yes
 JEROME      | KENYON       | Yes
 FLOYD       | GANDY        | Yes
 LEO         | EBERT        | Yes
 ALVIN       | DELOACH      | Yes
 TIM         | CARY         | Yes
 WESLEY      | BULL         | Yes
 GORDON      | ALLARD       | Yes
 DEAN        | SAUER        | Yes
 GREG        | ROBINS       | Yes
 JORGE       | OLIVARES     | Yes
 DUSTIN      | GILLETTE     | Yes
 PEDRO       | CHESTNUT     | Yes
 DERRICK     | BOURQUE      | Yes
 DAN         | PAINE        | Yes
 LEWIS       | LYMAN        | Yes
 ZACHARY     | HITE         | Yes
 COREY       | HAUSER       | Yes
 HERMAN      | DEVORE       | Yes
 MAURICE     | CRAWLEY      | Yes
 VERNON      | CHAPA        | Yes
 ROBERTO     | VU           | Yes
 CLYDE       | TOBIAS       | Yes
 GLEN        | TALBERT      | Yes
 HECTOR      | POINDEXTER   | Yes
 SHANE       | MILLARD      | Yes
 RICARDO     | MEADOR       | Yes
 SAM         | MCDUFFIE     | Yes
 RICK        | MATTOX       | Yes
 LESTER      | KRAUS        | Yes
 BRENT       | HARKINS      | Yes
 RAMON       | CHOATE       | Yes
 CHARLIE     | BESS         | Yes
 TYLER       | WREN         | Yes
 GILBERT     | SLEDGE       | Yes
 GENE        | SANBORN      | Yes
 MARC        | OUTLAW       | Yes
 REGINALD    | KINDER       | Yes
 RUBEN       | GEARY        | Yes
 BRETT       | CORNWELL     | Yes
 ANGEL       | BARCLAY      | Yes
 NATHANIEL   | ADAM         | Yes
 RAFAEL      | ABNEY        | Yes
 LESLIE      | SEWARD       | Yes
 EDGAR       | RHOADS       | Yes
 MILTON      | HOWLAND      | Yes
 RAUL        | FORTIER      | Yes
 BEN         | EASTER       | Yes
 CHESTER     | BENNER       | Yes
 CECIL       | VINES        | Yes
 DUANE       | TUBBS        | Yes
 FRANKLIN    | TROUTMAN     | Yes
 ANDRE       | RAPP         | Yes
 ELMER       | NOE          | Yes
 BRAD        | MCCURDY      | Yes
 GABRIEL     | HARDER       | Yes
 RON         | DELUCA       | Yes
 MITCHELL    | WESTMORELAND | Yes
 ROLAND      | SOUTH        | Yes
 ARNOLD      | HAVENS       | Yes
 HARVEY      | GUAJARDO     | Yes
 JARED       | ELY          | Yes
 ADRIAN      | CLARY        | Yes
 KARL        | SEAL         | Yes
 CORY        | MEEHAN       | Yes
 CLAUDE      | HERZOG       | Yes
 ERIK        | GUILLEN      | Yes
 DARRYL      | ASHCRAFT     | Yes
 JAMIE       | WAUGH        | Yes
 NEIL        | RENNER       | Yes
 JESSIE      | MILAM        | Yes
 CHRISTIAN   | JUNG         | Yes
 JAVIER      | ELROD        | Yes
 FERNANDO    | CHURCHILL    | Yes
 CLINTON     | BUFORD       | Yes
 TED         | BREAUX       | Yes
 MATHEW      | BOLIN        | Yes
 TYRONE      | ASHER        | Yes
 DARREN      | WINDHAM      | Yes
 LONNIE      | TIRADO       | Yes
 LANCE       | PEMBERTON    | Yes
 CODY        | NOLEN        | Yes
 JULIO       | NOLAND       | Yes
 KELLY       | KNOTT        | Yes
 KURT        | EMMONS       | Yes
 ALLAN       | CORNISH      | Yes
 NELSON      | CHRISTENSON  | Yes
 GUY         | BROWNLEE     | Yes
 CLAYTON     | BARBEE       | Yes
 HUGH        | WALDROP      | Yes
 MAX         | PITT         | Yes
 DWAYNE      | OLVERA       | Yes
 DWIGHT      | LOMBARDI     | Yes
 ARMANDO     | GRUBER       | Yes
 FELIX       | GAFFNEY      | Yes
 JIMMIE      | EGGLESTON    | Yes
 EVERETT     | BANDA        | Yes
 JORDAN      | ARCHULETA    | Yes
 IAN         | STILL        | Yes
 WALLACE     | SLONE        | Yes
 KEN         | PREWITT      | Yes
 BOB         | PFEIFFER     | Yes
 JAIME       | NETTLES      | Yes
 CASEY       | MENA         | Yes
 ALFREDO     | MCADAMS      | Yes
 ALBERTO     | HENNING      | Yes
 DAVE        | GARDINER     | Yes
 IVAN        | CROMWELL     | Yes
 JOHNNIE     | CHISHOLM     | Yes
 SIDNEY      | BURLESON     | Yes
 BYRON       | BOX          | Yes
 JULIAN      | VEST         | Yes
 ISAAC       | OGLESBY      | Yes
 MORRIS      | MCCARTER     | Yes
 CLIFTON     | MALCOLM      | Yes
 WILLARD     | LUMPKIN      | Yes
 DARYL       | LARUE        | Yes
 ROSS        | GREY         | Yes
 VIRGIL      | WOFFORD      | Yes
 ANDY        | VANHORN      | Yes
 MARSHALL    | THORN        | Yes
 SALVADOR    | TEEL         | Yes
 PERRY       | SWAFFORD     | Yes
 KIRK        | STCLAIR      | Yes
 SERGIO      | STANFIELD    | Yes
 MARION      | OCAMPO       | Yes
 TRACY       | HERRMANN     | Yes
 SETH        | HANNON       | Yes
 KENT        | ARSENAULT    | Yes
 TERRANCE    | ROUSH        | Yes
 RENE        | MCALISTER    | Yes
 EDUARDO     | HIATT        | Yes
 TERRENCE    | GUNDERSON    | Yes
 ENRIQUE     | FORSYTHE     | Yes
 FREDDIE     | DUGGAN       | Yes
 WADE        | DELVALLE     | Yes
 AUSTIN      | CINTRON      | Yes
(599 rows)

 day_name  | average 
-----------+---------
 Sunday    |     464
 Saturday  |     462
 Friday    |     454
 Monday    |     449
 Wednesday |     446
 Thursday  |     440
 Tuesday   |     224
(7 rows)

 customer_id 
-------------
         459
          25
(2 rows)

        month        |  income  | prev month income |  change   
---------------------+----------+-------------------+-----------
 2007-01-01 00:00:00 |  4824.43 |            <null> |    <null>
 2007-02-01 00:00:00 |  9631.88 |           4824.43 |   4807.45
 2007-03-01 00:00:00 | 23886.56 |           9631.88 |  14254.68
 2007-04-01 00:00:00 | 28559.46 |          23886.56 |   4672.90
 2007-05-01 00:00:00 |   514.18 |          28559.46 | -28045.28
(5 rows)

    country    | num_customers | percent 
---------------+---------------+---------
 India         |            60 |      10
 China         |            53 |       9
 United States |            36 |       6
(3 rows)

