Null display is "<null>".
      full_name       | len 
 LUKE MUMMY is 74 minutes
 LUST LOCK is 52 minutes
 MADIGAN DORADO is 116 minutes
 MADISON TRAP is 147 minutes
 MADNESS ATTACKS is 178 minutes
 MADRE GABLES is 98 minutes
 MAGIC MALLRATS is 117 minutes
 MAGNIFICENT CHITTY is 53 minutes
 MAGNOLIA FORRESTER is 171 minutes
 MAGUIRE APACHE is 74 minutes
 MAIDEN HOME is 138 minutes
 MAJESTIC FLOATS is 130 minutes
 MAKER GABLES is 136 minutes
 MALKOVICH PET is 159 minutes
 MALLRATS UNITED is 133 minutes
 MALTESE HOPE is 127 minutes
 MANCHURIAN CURTAIN is 177 minutes
 MANNEQUIN WORST is 71 minutes
 MARRIED GO is 114 minutes
 MARS ROMAN is 62 minutes
 MASK PEACH is 123 minutes
 MASKED BUBBLE is 151 minutes
 MASSACRE USUAL is 165 minutes
 MASSAGE IMAGE is 161 minutes
 MATRIX SNOWMAN is 56 minutes
 MAUDE MOD is 72 minutes
 MEET CHOCOLATE is 80 minutes
 MEMENTO ZOOLANDER is 77 minutes
 MENAGERIE RUSHMORE is 147 minutes
 MERMAID INSECTS is 104 minutes
 METAL ARMAGEDDON is 161 minutes
 METROPOLIS COMA is 64 minutes
 MICROCOSMOS PARADISE is 105 minutes
 MIDNIGHT WESTWARD is 86 minutes
 MIDSUMMER GROUNDHOG is 48 minutes
 MIGHTY LUCK is 122 minutes
 MILE MULAN is 64 minutes
 MILLION ACE is 142 minutes
 MINDS TRUMAN is 149 minutes
 MINE TITANS is 166 minutes
 MINORITY KISS is 59 minutes
 MIRACLE VIRTUAL is 162 minutes
 MISSION ZOOLANDER is 164 minutes
 MIXED DOORS is 180 minutes
 MOB DUFFEL is 105 minutes
 MOCKINGBIRD HOLLYWOOD is 60 minutes
 MOD SECRETARY is 77 minutes
 MODEL FISH is 175 minutes
 MODERN DORADO is 74 minutes
 MONEY HAROLD is 135 minutes
 MONSOON CAUSE is 182 minutes
 MONSTER SPARTACUS is 107 minutes
 MONTEREY LABYRINTH is 158 minutes
 MONTEZUMA COMMAND is 126 minutes
 MOON BUNCH is 83 minutes
 MOONSHINE CABIN is 171 minutes
 MOONWALKER FOOL is 184 minutes
 MOSQUITO ARMAGEDDON is 57 minutes
 MOTHER OLEANDER is 103 minutes
 MOTIONS DETAILS is 166 minutes
 MOULIN WAKE is 79 minutes
 MOURNING PURPLE is 146 minutes
 MOVIE SHAKESPEARE is 53 minutes
 MULAN MOON is 160 minutes
 MULHOLLAND BEAST is 157 minutes
 MUMMY CREATURES is 160 minutes
 MUPPET MILE is 50 minutes
 MURDER ANTITRUST is 166 minutes
 MUSCLE BRIGHT is 185 minutes
 MUSIC BOONDOCK is 129 minutes
 MUSKETEERS WAIT is 73 minutes
 MUSSOLINI SPOILERS is 180 minutes
 MYSTIC TRUMAN is 92 minutes
 NAME DETECTIVE is 178 minutes
 NASH CHOCOLAT is 180 minutes
 NATIONAL STORY is 92 minutes
 NATURAL STOCK is 50 minutes
 NECKLACE OUTBREAK is 132 minutes
 NEIGHBORS CHARADE is 161 minutes
 NEMO CAMPUS is 131 minutes
 NETWORK PEAK is 75 minutes
 NEWSIES STORY is 159 minutes
 NEWTON LABYRINTH is 75 minutes
 NIGHTMARE CHILL is 149 minutes
 NONE SPIKING is 83 minutes
 NOON PAPI is 57 minutes
 NORTH TEQUILA is 67 minutes
 NORTHWEST POLISH is 172 minutes
 NOTORIOUS REUNION is 128 minutes
 NOTTING SPEAKEASY is 48 minutes
 NOVOCAINE FLIGHT is 64 minutes
 NUTS TIES is 145 minutes
 OCTOBER SUBMARINE is 54 minutes
 ODDS BOOGIE is 48 minutes
 OKLAHOMA JUMANJI is 58 minutes
 OLEANDER CLUE is 161 minutes
 OPEN AFRICAN is 131 minutes
 OPERATION OPERATION is 156 minutes
 OPPOSITE NECKLACE is 92 minutes
 OPUS ICE is 102 minutes
 ORANGE GRAPES is 76 minutes
 ORDER BETRAYED is 120 minutes
 ORIENT CLOSER is 118 minutes
 OSCAR GOLD is 115 minutes
 OTHERS SOUP is 118 minutes
 OUTBREAK DIVINE is 169 minutes
 OUTFIELD MASSACRE is 129 minutes
 OUTLAW HANKY is 148 minutes
 OZ LIAISONS is 85 minutes
 PACIFIC AMISTAD is 144 minutes
 PACKER MADIGAN is 84 minutes
 PAJAMA JAWBREAKER is 126 minutes
 PANIC CLUB is 102 minutes
 PANKY SUBMARINE is 93 minutes
 PANTHER REDS is 109 minutes
 PAPI NECKLACE is 128 minutes
 PARADISE SABRINA is 48 minutes
 PARIS WEEKEND is 121 minutes
 PARK CITIZEN is 109 minutes
 PARTY KNOCK is 107 minutes
 PAST SUICIDES is 157 minutes
 PATHS CONTROL is 118 minutes
 PATIENT SISTER is 99 minutes
 PATRIOT ROMAN is 65 minutes
 PATTON INTERVIEW is 175 minutes
 PAYCHECK WAIT is 145 minutes
 PEACH INNOCENT is 160 minutes
 PEAK FOREVER is 80 minutes
 PEARL DESTINY is 74 minutes
 PELICAN COMFORTS is 48 minutes
 PERDITION FARGO is 99 minutes
 PERFECT GROOVE is 82 minutes
 PERSONAL LADYBUGS is 118 minutes
 PET HAUNTING is 99 minutes
 PHANTOM GLORY is 60 minutes
 PHILADELPHIA WIFE is 137 minutes
 PIANIST OUTFIELD is 136 minutes
 PICKUP DRIVING is 77 minutes
 PILOT HOOSIERS is 50 minutes
 PINOCCHIO SIMON is 103 minutes
 PIRATES ROXANNE is 100 minutes
 PITTSBURGH HUNCHBACK is 134 minutes
 PITY BOUND is 60 minutes
 PIZZA JUMANJI is 173 minutes
 PLATOON INSTINCT is 132 minutes
 PLUTO OLEANDER is 84 minutes
 POCUS PULP is 138 minutes
 POLISH BROOKLYN is 61 minutes
 POLLOCK DELIVERANCE is 137 minutes
 POND SEATTLE is 185 minutes
 POSEIDON FOREVER is 159 minutes
 POTLUCK MIXED is 179 minutes
 POTTER CONNECTICUT is 115 minutes
 PREJUDICE OLEANDER is 98 minutes
 PRESIDENT BANG is 144 minutes
 PRIDE ALAMO is 114 minutes
 PRIMARY GLASS is 53 minutes
 PRINCESS GIANT is 71 minutes
 PRIVATE DROP is 106 minutes
 PRIX UNDEFEATED is 115 minutes
 PSYCHO SHRUNK is 155 minutes
 PULP BEVERLY is 89 minutes
 PUNK DIVORCE is 100 minutes
 PURE RUNNER is 121 minutes
 PURPLE MOVIE is 88 minutes
 QUEEN LUKE is 163 minutes
 QUEST MUSSOLINI is 177 minutes
 QUILLS BULL is 112 minutes
 RACER EGG is 147 minutes
 RAGE GAMES is 120 minutes
 RAGING AIRPLANE is 154 minutes
 RAIDERS ANTITRUST is 82 minutes
 RAINBOW SHOCK is 74 minutes
 RANDOM GO is 73 minutes
 RANGE MOONWALKER is 147 minutes
 REAP UNFAITHFUL is 136 minutes
 REAR TRADING is 97 minutes
 REBEL AIRPORT is 73 minutes
 RECORDS ZORRO is 182 minutes
 REDEMPTION COMFORTS is 179 minutes
 REDS POCUS is 182 minutes
 REEF SALUTE is 123 minutes
 REIGN GENTLEMEN is 82 minutes
 REMEMBER DIARY is 110 minutes
 REQUIEM TYCOON is 167 minutes
 RESERVOIR ADAPTATION is 61 minutes
 RESURRECTION SILVERADO is 117 minutes
 REUNION WITCHES is 63 minutes
 RIDER CADDYSHACK is 177 minutes
 RIDGEMONT SUBMARINE is 46 minutes
 RIGHT CRANES is 153 minutes
 RINGS HEARTBREAKERS is 58 minutes
 RIVER OUTLAW is 149 minutes
 ROAD ROXANNE is 158 minutes
 ROBBERS JOON is 102 minutes
 ROBBERY BRIGHT is 134 minutes
 ROCK INSTINCT is 102 minutes
 ROCKETEER MOTHER is 178 minutes
 ROCKY WAR is 145 minutes
 ROLLERCOASTER BRINGING is 153 minutes
 ROMAN PUNK is 81 minutes
 ROOF CHAMPION is 101 minutes
 ROOM ROMAN is 60 minutes
 ROOTS REMEMBER is 89 minutes
 ROSES TREASURE is 162 minutes
 ROUGE SQUAD is 118 minutes
 ROXANNE REBEL is 171 minutes
 RUGRATS SHAKESPEARE is 109 minutes
 RULES HUMAN is 153 minutes
 RUN PACIFIC is 145 minutes
 RUNAWAY TENENBAUMS is 181 minutes
 RUNNER MADIGAN is 101 minutes
 RUSH GOODFELLAS is 48 minutes
 RUSHMORE MERMAID is 150 minutes
 SABRINA MIDNIGHT is 99 minutes
 SADDLE ANTITRUST is 80 minutes
 SAGEBRUSH CLUELESS is 106 minutes
 SAINTS BRIDE is 125 minutes
 SALUTE APOLLO is 73 minutes
 SAMURAI LION is 110 minutes
 SANTA PARIS is 154 minutes
 SASSY PACKER is 154 minutes
 SATISFACTION CONFIDENTIAL is 75 minutes
 SATURDAY LAMBS is 150 minutes
 SATURN NAME is 182 minutes
 SAVANNAH TOWN is 84 minutes
 SCALAWAG DUCK is 183 minutes
 SCARFACE BANG is 102 minutes
 SCHOOL JACKET is 151 minutes
 SCISSORHANDS SLUMS is 147 minutes
 SHIP WONDERLAND is 104 minutes
 SCORPION APOLLO is 137 minutes
 SEA VIRGIN is 80 minutes
 SEABISCUIT PUNK is 112 minutes
 SEARCHERS WAIT is 182 minutes
 SEATTLE EXPECATIONS is 110 minutes
 SECRET GROUNDHOG is 90 minutes
 SECRETARY ROUGE is 158 minutes
 SECRETS PARADISE is 109 minutes
 SENSE GREEK is 54 minutes
 SENSIBILITY REAR is 98 minutes
 SEVEN SWARM is 127 minutes
 SHAKESPEARE SADDLE is 60 minutes
 SHANE DARKNESS is 93 minutes
 SHANGHAI TYCOON is 47 minutes
 SHAWSHANK BUBBLE is 80 minutes
 SHEPHERD MIDSUMMER is 113 minutes
 SHINING ROSES is 125 minutes
 SHOCK CABIN is 79 minutes
 SHOOTIST SUPERFLY is 67 minutes
 SHOW LORD is 167 minutes
 SHREK LICENSE is 154 minutes
 SHRUNK DIVINE is 139 minutes
 SIDE ARK is 52 minutes
 SIEGE MADRE is 111 minutes
 SIERRA DIVIDE is 135 minutes
 SILENCE KANE is 67 minutes
 SILVERADO GOLDFINGER is 74 minutes
 SIMON NORTH is 51 minutes
 SINNERS ATLANTIS is 126 minutes
 SISTER FREDDY is 152 minutes
 SKY MIRACLE is 132 minutes
 SLACKER LIAISONS is 179 minutes
 SLEEPING SUSPECTS is 129 minutes
 SLEEPLESS MONSOON is 64 minutes
 SLEEPY JAPANESE is 137 minutes
 SLEUTH ORIENT is 87 minutes
 SLING LUKE is 84 minutes
 SLIPPER FIDELITY is 156 minutes
 SLUMS DUCK is 147 minutes
 SMILE EARRING is 60 minutes
 SMOKING BARBARELLA is 50 minutes
 SMOOCHY CONTROL is 184 minutes
 SNATCH SLIPPER is 110 minutes
 SNATCHERS MONTEZUMA is 74 minutes
 SNOWMAN ROLLERCOASTER is 62 minutes
 SOLDIERS EVOLUTION is 185 minutes
 SOMETHING DUCK is 180 minutes
 SONG HEDWIG is 165 minutes
 SONS INTERVIEW is 184 minutes
 SORORITY QUEEN is 184 minutes
 SOUP WISDOM is 169 minutes
 SOUTH WAIT is 143 minutes
 SPARTACUS CHEAPER is 52 minutes
 SPEAKEASY DATE is 165 minutes
 SPEED SUIT is 124 minutes
 SPICE SORORITY is 141 minutes
 SPIKING ELEMENT is 79 minutes
 SPINAL ROCKY is 138 minutes
 SPIRIT FLINTSTONES is 149 minutes
 SPIRITED CASUALTIES is 138 minutes
 SPLASH GUMP is 175 minutes
 SPLENDOR PATTON is 134 minutes
 SPOILERS HELLFIGHTERS is 151 minutes
 SPY MILE is 112 minutes
 SQUAD FISH is 136 minutes
 STAGE WORLD is 85 minutes
 STAGECOACH ARMAGEDDON is 112 minutes
 STALLION SUNDANCE is 130 minutes
 STAMPEDE DISTURBING is 75 minutes
 STAR OPERATION is 181 minutes
 STATE WASTELAND is 113 minutes
 STEEL SANTA is 143 minutes
 STEERS ARMAGEDDON is 140 minutes
 STEPMOM DREAM is 48 minutes
 STING PERSONAL is 93 minutes
 STOCK GLASS is 160 minutes
 STONE FIRE is 94 minutes
 STORM HAPPINESS is 57 minutes
 STORY SIDE is 163 minutes
 STRAIGHT HOURS is 151 minutes
 STRANGELOVE DESIRE is 103 minutes
 STRANGER STRANGERS is 139 minutes
 STRANGERS GRAFFITI is 119 minutes
 STREAK RIDGEMONT is 132 minutes
 STREETCAR INTENTIONS is 73 minutes
 STRICTLY SCARFACE is 144 minutes
 SUBMARINE BED is 127 minutes
 SUGAR WONKA is 114 minutes
 SUICIDES SILENCE is 93 minutes
 SUIT WALLS is 111 minutes
 SUMMER SCARFACE is 53 minutes
 SUN CONFESSIONS is 141 minutes
 SUNDANCE INVASION is 92 minutes
 SUNRISE LEAGUE is 135 minutes
 SUNSET RACER is 48 minutes
 SUPER WYOMING is 58 minutes
 SUPERFLY TRIP is 114 minutes
 SUSPECTS QUILLS is 47 minutes
 SWARM GOLD is 123 minutes
 SWEDEN SHINING is 176 minutes
 SWEET BROTHERHOOD is 185 minutes
 SWEETHEARTS SUSPECTS is 108 minutes
 TADPOLE PARK is 155 minutes
 TALENTED HOMICIDE is 173 minutes
 TARZAN VIDEOTAPE is 91 minutes
 TAXI KICK is 64 minutes
 TEEN APOLLO is 74 minutes
 TELEGRAPH VOYAGE is 148 minutes
 TELEMARK HEARTBREAKERS is 152 minutes
 TEMPLE ATTRACTION is 71 minutes
 TENENBAUMS COMMAND is 99 minutes
 TEQUILA PAST is 53 minutes
 TERMINATOR CLUB is 88 minutes
 TEXAS WATCH is 179 minutes
 THEORY MERMAID is 184 minutes
 THIEF PELICAN is 135 minutes
 THIN SAGEBRUSH is 53 minutes
 TIES HUNGER is 111 minutes
 TIGHTS DAWN is 172 minutes
 TIMBERLAND SKY is 69 minutes
 TITANIC BOONDOCK is 104 minutes
 TITANS JERK is 91 minutes
 TOMATOES HELLFIGHTERS is 68 minutes
 TOMORROW HUSTLER is 142 minutes
 TOOTSIE PILOT is 157 minutes
 TORQUE BOUND is 179 minutes
 TOURIST PELICAN is 152 minutes
 TOWERS HURRICANE is 144 minutes
 TOWN ARK is 136 minutes
 TRACY CIDER is 142 minutes
 TRADING PINOCCHIO is 170 minutes
 TRAFFIC HOBBIT is 139 minutes
 TRAIN BUNCH is 71 minutes
 TRAINSPOTTING STRANGERS is 132 minutes
 TRAMP OTHERS is 171 minutes
 TRANSLATION SUMMER is 168 minutes
 TRAP GUYS is 110 minutes
 TREASURE COMMAND is 102 minutes
 TREATMENT JEKYLL is 87 minutes
 TRIP NEWTON is 64 minutes
 TROJAN TOMORROW is 52 minutes
 TROOPERS METAL is 115 minutes
 TROUBLE DATE is 61 minutes
 TRUMAN CRAZY is 92 minutes
 TURN STAR is 80 minutes
 TUXEDO MILE is 152 minutes
 TWISTED PIRATES is 152 minutes
 TYCOON GATHERING is 82 minutes
 UNBREAKABLE KARATE is 62 minutes
 UNCUT SUICIDES is 172 minutes
 UNDEFEATED DALMATIONS is 107 minutes
 UNFAITHFUL KILL is 78 minutes
 UNFORGIVEN ZOOLANDER is 129 minutes
 UNITED PILOT is 164 minutes
 UNTOUCHABLES SUNRISE is 120 minutes
 UPRISING UPTOWN is 174 minutes
 UPTOWN YOUNG is 84 minutes
 USUAL UNTOUCHABLES is 128 minutes
 VACATION BOONDOCK is 145 minutes
 VALENTINE VANISHING is 48 minutes
 VALLEY PACKER is 73 minutes
 VAMPIRE WHALE is 126 minutes
 VANILLA DAY is 122 minutes
 VANISHED GARDEN is 142 minutes
 VANISHING ROCKY is 123 minutes
 VARSITY TRIP is 85 minutes
 VELVET TERMINATOR is 173 minutes
 VERTIGO NORTHWEST is 90 minutes
 VICTORY ACADEMY is 64 minutes
 VIDEOTAPE ARSENIC is 145 minutes
 VIETNAM SMOOCHY is 174 minutes
 VILLAIN DESPERATE is 76 minutes
 VIRGIN DAISY is unknown length
 VIRGINIAN PLUTO is 164 minutes
 VIRTUAL SPOILERS is 144 minutes
 VISION TORQUE is 59 minutes
 VOICE PEACH is 139 minutes
 VOLCANO TEXAS is 157 minutes
 VOLUME HOUSE is 132 minutes
 VOYAGE LEGALLY is 78 minutes
 WAGON JAWS is 152 minutes
 WAIT CIDER is 112 minutes
 WAKE JAWS is 73 minutes
 WALLS ARTIST is 135 minutes
 WANDA CHAMBER is 107 minutes
 WAR NOTTING is 80 minutes
 WARDROBE PHANTOM is 178 minutes
 WARLOCK WEREWOLF is 83 minutes
 WARS PLUTO is 128 minutes
 WASH HEAVENLY is 161 minutes
 WASTELAND DIVINE is 85 minutes
 WATCH TRACY is 78 minutes
 WATERFRONT DELIVERANCE is 61 minutes
 WATERSHIP FRONTIER is 112 minutes
 WEDDING APOLLO is 70 minutes
 WEEKEND PERSONAL is 134 minutes
 WEREWOLF LOLA is 79 minutes
 WEST LION is 159 minutes
 WESTWARD SEABISCUIT is 52 minutes
 WHALE BIKINI is 109 minutes
 WHISPERER GIANT is 59 minutes
 WIFE TURN is 183 minutes
 WILD APOLLO is 181 minutes
 WILLOW TRACY is 137 minutes
 WIND PHANTOM is 111 minutes
 WINDOW SIDE is 85 minutes
 WISDOM WORKER is 98 minutes
 WITCHES PANIC is 100 minutes
 WIZARD COLDBLOODED is 75 minutes
 WOLVES DESIRE is 55 minutes
 WOMEN DORADO is 126 minutes
 WON DARES is 105 minutes
 WONDERFUL DROP is 126 minutes
 WONDERLAND CHRISTMAS is 111 minutes
 WONKA SEA is 85 minutes
 WORDS HUNTER is 116 minutes
 WORKER TARZAN is 139 minutes
 WORKING MICROCOSMOS is 74 minutes
 WORLD LEATHERNECKS is 171 minutes
 WORST BANGER is 185 minutes
 WRATH MILE is 176 minutes
 WRONG BEHAVIOR is 178 minutes
 WYOMING STORM is 100 minutes
 YENTL IDAHO is 86 minutes
 YOUNG LANGUAGE is 183 minutes
 YOUTH KICK is 179 minutes
 ZHIVAGO CORE is 105 minutes
 ZOOLANDER FICTION is 101 minutes
 ZORRO ARK is 50 minutes
(1000 rows)

           blanked           
-----------------------------
 ACA*************
 ACE***********
 ADA*************
 AFF*************
 AFR********
 AGE*********
 AIR************
 AIR************
 ALA**********
 ALA*************
 ALA************
 ALA***********
 DAT*******
 ALI********
 ALI***********
 ALI*********
 ALL************
 ALO*******
 ALT**********
 AMA*********
 AME****************
 AME************
 AMI**************
 ANA*****************
 ANA*************
 ANG********
 ANN***********
 ANO************
 ANT********
 ANT***************
 ANY**************
 APA**********
 APO*****************
 APO********
 ARA*********
 ARA************************
 ARG***********
 ARI*********
 ARK**********
 ARM************
 ARM*************
 ARS*****************
 ART***************
 ATL***********
 ATT*********
 ATT**************
 AUT********
 BAB******
 BAC****************
 BAD********
 BAK************
 BAL*************
 BAL*****************
 BAN******
 BAN*************
 BAR*****************
 BAR****************
 BAS*******
 BEA****************
 BEA***********
 BEA************
 BEA**********
 BED*********
 BED**************
 BEE***************
 BEH*************
 BEN*********
 BER*********
 BET**********
 BEV***********
 BIK*************
 BIL************
 BIL********
 BIN***********
 BIR************
 BIR**************
 BIR************
 BIR************
 BLA*************
 BLA*********
 BLA************
 BLI**********
 BLO************
 BLU***********
 BOI*********
 BON*************
 BOO**********
 BOO**************
 BOR********
 BOR****************
 BOU**********
 BOU**********
 BOW*************
 BRA**************
 BRA*************
 BRE*****************
 BRE**********
 BRI***********
 BRI**************
 BRI****************
 BRO************
 BRO****************
 BUB**********
 BUC***************
 BUG*******
 BUL***********
 BUL******************
 BUN********
 BUT**********
 BUT***************
 CAB********
 CAD************
 CAL**************
 CAL*************
 CAM*************
 CAM************
 CAN****************
 CAN***********
 CAN*********
 CAP**********
 CAR**************
 CAR********
 CAR*********
 CAS*************
 CAS*************
 CAS************
 CAS**************
 CAT**********
 CAT**********
 CAU*******
 CEL***********
 CEN************
 CHA************
 CHA************
 CHA****************
 CHA****************
 CHA************
 CHA***********
 CHA****************
 CHA**********
 CHE**********
 CHI**********
 CHI*****************
 CHI*******
 CHI****************
 CHI************
 CHI********
 CHO***********
 CHO***********
 CHR****************
 CID*********
 CIN*****************
 CIR*********
 CIT**********
 CLA*********
 CLE************
 CLE**********
 CLO***************
 CLO*************
 CLO********
 CLU**********
 CLU*******
 CLU************
 CLY*********
 COA**********
 COL****************
 COL***************
 COM******
 COM**************
 COM**********
 COM************
 COM*****************
 CON**************
 CON****************
 CON*******************
 CON*************
 CON***************
 CON**************
 CON*******************
 CON***********
 CON**************
 CON**************
 CON***********
 CON******************
 COR******
 COW********
 CRA***********
 CRA*************
 CRA*******
 CRE******************
 CRE**********
 CRO************
 CRO*************
 CRO******************
 CRO********
 CRO************
 CRU***************
 CRU**********
 CRY*************
 CUP*************
 CUR**************
 CYC***********
 DAD*************
 DAI************
 DAL**************
 DAN********
 DAN**********
 DAN*************
 DAR********
 DAR*********
 DAR*********
 DAR*************
 DAR***********
 DAU*************
 DAW******
 DAY***********
 DAZ*******
 DEC**************
 DEE*********
 DEE***********
 DEL*******************
 DES************
 DES*********
 DES********************
 DES*************
 DES*************
 DET***********
 DET*************
 DEV*********
 DIA********
 DIN***************
 DIR******
 DIS************
 DIS****************
 DIV***********
 DIV****************
 DIV************
 DOC*********
 DOG*********
 DOL*******
 DON*********
 DOO*********
 DOO************
 DOR***********
 DOU*********
 DOU****************
 DOW************
 DOZ*******
 DRA************
 DRA*********
 DRA****************
 DRE*********
 DRI*****************
 DRI*********
 DRI***********
 DRO************
 DRU*************
 DRU***********
 DUC*******
 DUD***********
 DUF**************
 DUM*******
 DUR*********
 DWA*********
 DYI********
 DYN************
 EAG*********
 EAR*******
 EAR*************
 EAR*********
 EAS***********
 EDG*********
 EFF*************
 EGG*****
 EGY*************
 ELE***********
 ELE************
 ELF*******
 ELI************
 EMP*************
 ENC*******
 ENC***************
 END**********
 ENE*******
 ENG*************
 ENO**********
 ENT********************
 ESC**************
 EVE*************
 EVE***********
 EVO************
 EXC***********
 EXO***********
 EXP****************
 EXP****************
 EXP***********
 EXT********************
 EYE*********
 FAC***********
 FAL**********
 FAM*********
 FAN**********
 FAN*************
 FAR*********
 FAT**********
 FEA***********
 FEL**************
 FER**********
 FEU*********
 FEV*********
 FIC**************
 FID*********
 FID***********
 FIG*************
 FIN*************
 FIR********
 FIR******************
 FIR**************
 FIS******
 FLA******************
 FLA*******
 FLA**************
 FLI********
 FLI******************
 FLO**********
 FLY********
 FOO*************
 FOR**************
 FOR*********
 FOR******************
 FOR***********
 FRA******************
 FRE*********
 FRE*********
 FRE**************
 FRE***********
 FRI**********
 FRI***********
 FRO*************
 FRO***********
 FRO*******
 FUG*************
 FUL************
 FUR********
 GAB**************
 GAL***************
 GAM************
 GAN********
 GAN********
 GAR**********
 GAS*************
 GAT***************
 GEN************
 GHO************
 GHO*************
 GIA***********
 GIL************
 GIL***********
 GLA***************
 GLA********
 GLE****************
 GLO********
 GO ******
 GOD************
 GOL*******
 GOL*******************
 GOL************
 GON*********
 GOO**************
 GOR***********
 GOS***********
 GRA***************
 GRA**********
 GRA**********
 GRA***************
 GRA********
 GRE*********
 GRE***********
 GRE*********
 GRE***********
 GRI***********
 GRI***********
 GRO***********
 GRO*************
 GRO************
 GUM******
 GUN*******
 GUN**********
 GUN*****************
 GUY********
 HAL**********
 HAL*********
 HAL***********
 HAM**********
 HAN**************
 HAN*********
 HAN**********
 HAN***********
 HAP*************
 HAR***********
 HAR**********
 HAR*********
 HAR********
 HAT**********
 HAU**************
 HAU*************
 HAW*******
 HEA**********
 HEA*****************
 HEA***********
 HEA*********
 HEA***************
 HED*********
 HEL****************
 HIG********
 HIG************
 HIL************
 HOB*********
 HOC********
 HOL************
 HOL**********
 HOL************
 HOL****************
 HOL***************
 HOL*********
 HOM******
 HOM***********
 HOM***********
 HON*******
 HOO**********
 HOO**************
 HOP*********
 HOR*********
 HOR*********
 HOT************
 HOU*******
 HOU***********
 HUM***********
 HUN*****************
 HUN********
 HUN*********
 HUN***************
 HUR*************
 HUS**********
 HYD********
 HYS*************
 ICE*********
 IDA*******
 IDE***********
 IDO************
 IGB*******
 ILL************
 IMA***********
 IMP***********
 IMP*****************
 INC*****
 IND***************
 IND********
 INF************
 INN***********
 INS**********
 INS************
 INS*************
 INT**************
 INT***************
 INT*******************
 INT***********
 INV*************
 IRO******
 ISH*************
 ISL************
 ITA************
 JAC**********
 JAD*******
 JAP*********
 JAS*******
 JAW****************
 JAW*******
 JED*********
 JEE************
 JEK***********
 JEO************
 JER**********
 JER**********
 JER*********
 JET**********
 JIN*************
 JOO***********
 JUG***********
 JUM**********
 JUM**********
 JUN**********
 KAN**********
 KAR********
 KEN*************
 KIC**********
 KIL*************
 KIL************
 KIN***********
 KIS*******
 KIS**********
 KNO**********
 KRA*************
 KWA**********
 LAB*************
 LAD*******
 LAD****************
 LAM*************
 LAN************
 LAW***********
 LAW**********
 LEA****************
 LEA****************
 LEB**************
 LEG**************
 LEG********
 LES*************
 LIA***********
 LIB****************
 LIC************
 LIE***********
 LIF*********
 LIG********
 LIO*******
 LOA*************
 LOC******
 LOL*******
 LOL*********
 LON************
 LOR*********
 LOS******
 LOS**********
 LOS******
 LOU************
 LOV**********
 LOV**********
 LOV*********
 LOV*************
 LUC******
 LUC*********
 LUK*******
 LUS******
 MAD***********
 MAD*********
 MAD************
 MAD*********
 MAG***********
 MAG***************
 MAG***************
 MAG***********
 MAI********
 MAJ************
 MAK*********
 MAL**********
 MAL************
 MAL*********
 MAN***************
 MAN************
 MAR*******
 MAR*******
 MAS*******
 MAS**********
 MAS***********
 MAS**********
 MAT***********
 MAU******
 MEE***********
 MEM**************
 MEN***************
 MER************
 MET*************
 MET************
 MIC*****************
 MID**************
 MID****************
 MIG********
 MIL*******
 MIL********
 MIN*********
 MIN********
 MIN**********
 MIR************
 MIS**************
 MIX********
 MOB*******
 MOC******************
 MOD**********
 MOD*******
 MOD**********
 MON*********
 MON**********
 MON**************
 MON***************
 MON**************
 MOO*******
 MOO************
 MOO************
 MOS****************
 MOT************
 MOT************
 MOU********
 MOU************
 MOV**************
 MUL*******
 MUL*************
 MUM************
 MUP********
 MUR*************
 MUS**********
 MUS***********
 MUS************
 MUS***************
 MYS**********
 NAM***********
 NAS**********
 NAT***********
 NAT**********
 NEC**************
 NEI**************
 NEM********
 NET*********
 NEW**********
 NEW*************
 NIG************
 NON*********
 NOO******
 NOR**********
 NOR*************
 NOT**************
 NOT**************
 NOV*************
 NUT******
 OCT**************
 ODD********
 OKL*************
 OLE**********
 OPE*********
 OPE****************
 OPP**************
 OPU*****
 ORA**********
 ORD***********
 ORI**********
 OSC*******
 OTH********
 OUT************
 OUT**************
 OUT*********
 OZ ********
 PAC************
 PAC***********
 PAJ**************
 PAN*******
 PAN************
 PAN*********
 PAP**********
 PAR*************
 PAR**********
 PAR*********
 PAR********
 PAS**********
 PAT**********
 PAT***********
 PAT**********
 PAT*************
 PAY**********
 PEA***********
 PEA*********
 PEA**********
 PEL*************
 PER************
 PER***********
 PER**************
 PET*********
 PHA**********
 PHI**************
 PIA*************
 PIC***********
 PIL***********
 PIN************
 PIR************
 PIT*****************
 PIT*******
 PIZ**********
 PLA*************
 PLU***********
 POC*******
 POL************
 POL****************
 PON*********
 POS*************
 POT**********
 POT***************
 PRE***************
 PRE***********
 PRI********
 PRI**********
 PRI***********
 PRI*********
 PRI************
 PSY**********
 PUL*********
 PUN*********
 PUR********
 PUR*********
 QUE*******
 QUE************
 QUI********
 RAC******
 RAG*******
 RAG************
 RAI**************
 RAI**********
 RAN******
 RAN*************
 REA************
 REA*********
 REB**********
 REC**********
 RED****************
 RED*******
 REE********
 REI************
 REM***********
 REQ***********
 RES*****************
 RES*******************
 REU************
 RID*************
 RID****************
 RIG*********
 RIN****************
 RIV*********
 ROA*********
 ROB*********
 ROB***********
 ROC**********
 ROC*************
 ROC******
 ROL*******************
 ROM*******
 ROO**********
 ROO*******
 ROO***********
