Null display is "<null>".
 First Name  |  Last Name   
 RIDGEMONT SUBMARINE         |        0.99 |            28.99 |         30
 RIGHT CRANES                |        4.99 |            29.99 |          7
 RINGS HEARTBREAKERS         |        0.99 |            17.99 |         19
 RIVER OUTLAW                |        0.99 |            29.99 |         31
 ROAD ROXANNE                |        4.99 |            12.99 |          3
 ROBBERS JOON                |        2.99 |            26.99 |         10
 ROBBERY BRIGHT              |        0.99 |            21.99 |         23
 ROCK INSTINCT               |        0.99 |            28.99 |         30
 ROCKETEER MOTHER            |        0.99 |            27.99 |         29
 ROCKY WAR                   |        4.99 |            17.99 |          4
 ROLLERCOASTER BRINGING      |        2.99 |            13.99 |          5
 ROMAN PUNK                  |        0.99 |            28.99 |         30
 ROOF CHAMPION               |        0.99 |            25.99 |         27
 ROOM ROMAN                  |        0.99 |            27.99 |         29
 ROOTS REMEMBER              |        0.99 |            23.99 |         25
 ROSES TREASURE              |        4.99 |            23.99 |          5
 ROUGE SQUAD                 |        0.99 |            10.99 |         12
 ROXANNE REBEL               |        0.99 |             9.99 |         11
 RUGRATS SHAKESPEARE         |        0.99 |            16.99 |         18
 RULES HUMAN                 |        4.99 |            19.99 |          5
 RUN PACIFIC                 |        0.99 |            25.99 |         27
 RUNAWAY TENENBAUMS          |        0.99 |            17.99 |         19
 RUNNER MADIGAN              |        0.99 |            27.99 |         29
 RUSH GOODFELLAS             |        0.99 |            20.99 |         22
 RUSHMORE MERMAID            |        2.99 |            17.99 |          7
 SABRINA MIDNIGHT            |        4.99 |            11.99 |          3
 SADDLE ANTITRUST            |        2.99 |            10.99 |          4
 SAGEBRUSH CLUELESS          |        2.99 |            28.99 |         10
 SAINTS BRIDE                |        2.99 |            11.99 |          5
 SALUTE APOLLO               |        2.99 |            29.99 |         11
 SAMURAI LION                |        2.99 |            21.99 |          8
 SANTA PARIS                 |        2.99 |            23.99 |          9
 SASSY PACKER                |        0.99 |            29.99 |         31
 SATISFACTION CONFIDENTIAL   |        4.99 |            26.99 |          6
 SATURDAY LAMBS              |        4.99 |            28.99 |          6
 SATURN NAME                 |        4.99 |            18.99 |          4
 SAVANNAH TOWN               |        0.99 |            25.99 |         27
 SCALAWAG DUCK               |        4.99 |            13.99 |          3
 SCARFACE BANG               |        4.99 |            11.99 |          3
 SCHOOL JACKET               |        4.99 |            21.99 |          5
 SCISSORHANDS SLUMS          |        2.99 |            13.99 |          5
 SHIP WONDERLAND             |        2.99 |            15.99 |          6
 SCORPION APOLLO             |        4.99 |            23.99 |          5
 SEA VIRGIN                  |        2.99 |            24.99 |          9
 SEABISCUIT PUNK             |        2.99 |            28.99 |         10
 SEARCHERS WAIT              |        2.99 |            22.99 |          8
 SEATTLE EXPECATIONS         |        4.99 |            18.99 |          4
 SECRET GROUNDHOG            |        4.99 |            11.99 |          3
 SECRETARY ROUGE             |        4.99 |            10.99 |          3
 SECRETS PARADISE            |        4.99 |            24.99 |          6
 SENSE GREEK                 |        4.99 |            23.99 |          5
 SENSIBILITY REAR            |        4.99 |            15.99 |          4
 SEVEN SWARM                 |        4.99 |            15.99 |          4
 SHAKESPEARE SADDLE          |        2.99 |            26.99 |         10
 SHANE DARKNESS              |        2.99 |            22.99 |          8
 SHANGHAI TYCOON             |        2.99 |            20.99 |          8
 SHAWSHANK BUBBLE            |        4.99 |            20.99 |          5
 SHEPHERD MIDSUMMER          |        0.99 |            14.99 |         16
 SHINING ROSES               |        0.99 |            12.99 |         14
 SHOCK CABIN                 |        2.99 |            15.99 |          6
 SHOOTIST SUPERFLY           |        0.99 |            22.99 |         24
 SHOW LORD                   |        4.99 |            24.99 |          6
 SHREK LICENSE               |        2.99 |            15.99 |          6
 SHRUNK DIVINE               |        2.99 |            14.99 |          6
 SIDE ARK                    |        0.99 |            28.99 |         30
 SIEGE MADRE                 |        0.99 |            23.99 |         25
 SIERRA DIVIDE               |        0.99 |            12.99 |         14
 SILENCE KANE                |        0.99 |            23.99 |         25
 SILVERADO GOLDFINGER        |        4.99 |            11.99 |          3
 SIMON NORTH                 |        0.99 |            26.99 |         28
 SINNERS ATLANTIS            |        2.99 |            19.99 |          7
 SISTER FREDDY               |        4.99 |            19.99 |          5
 SKY MIRACLE                 |        2.99 |            15.99 |          6
 SLACKER LIAISONS            |        4.99 |            29.99 |          7
 SLEEPING SUSPECTS           |        4.99 |            13.99 |          3
 SLEEPLESS MONSOON           |        4.99 |            12.99 |          3
 SLEEPY JAPANESE             |        2.99 |            25.99 |          9
 SLEUTH ORIENT               |        0.99 |            25.99 |         27
 SLING LUKE                  |        0.99 |            10.99 |         12
 SLIPPER FIDELITY            |        0.99 |            14.99 |         16
 SLUMS DUCK                  |        0.99 |            21.99 |         23
 SMILE EARRING               |        2.99 |            29.99 |         11
 SMOKING BARBARELLA          |        0.99 |            13.99 |         15
 SMOOCHY CONTROL             |        0.99 |            18.99 |         20
 SNATCH SLIPPER              |        4.99 |            15.99 |          4
 SNATCHERS MONTEZUMA         |        2.99 |            14.99 |          6
 SNOWMAN ROLLERCOASTER       |        0.99 |            27.99 |         29
 SOLDIERS EVOLUTION          |        4.99 |            27.99 |          6
 SOMETHING DUCK              |        4.99 |            17.99 |          4
 SONG HEDWIG                 |        0.99 |            29.99 |         31
 SONS INTERVIEW              |        2.99 |            11.99 |          5
 SORORITY QUEEN              |        0.99 |            17.99 |         19
 SOUP WISDOM                 |        0.99 |            12.99 |         14
 SOUTH WAIT                  |        2.99 |            21.99 |          8
 SPARTACUS CHEAPER           |        4.99 |            19.99 |          5
 SPEAKEASY DATE              |        2.99 |            22.99 |          8
 SPEED SUIT                  |        4.99 |            19.99 |          5
 SPICE SORORITY              |        4.99 |            22.99 |          5
 SPIKING ELEMENT             |        2.99 |            12.99 |          5
 SPINAL ROCKY                |        2.99 |            12.99 |          5
 SPIRIT FLINTSTONES          |        0.99 |            23.99 |         25
 SPIRITED CASUALTIES         |        0.99 |            20.99 |         22
 SPLASH GUMP                 |        0.99 |            16.99 |         18
 SPLENDOR PATTON             |        0.99 |            20.99 |         22
 SPOILERS HELLFIGHTERS       |        0.99 |            26.99 |         28
 SPY MILE                    |        2.99 |            13.99 |          5
 SQUAD FISH                  |        2.99 |            14.99 |          6
 STAGE WORLD                 |        2.99 |            19.99 |          7
 STAGECOACH ARMAGEDDON       |        4.99 |            25.99 |          6
 STALLION SUNDANCE           |        0.99 |            23.99 |         25
 STAMPEDE DISTURBING         |        0.99 |            26.99 |         28
 STAR OPERATION              |        2.99 |             9.99 |          4
 STATE WASTELAND             |        2.99 |            13.99 |          5
 STEEL SANTA                 |        4.99 |            15.99 |          4
 STEERS ARMAGEDDON           |        4.99 |            16.99 |          4
 STEPMOM DREAM               |        4.99 |             9.99 |          3
 STING PERSONAL              |        4.99 |             9.99 |          3
 STOCK GLASS                 |        2.99 |            10.99 |          4
 STONE FIRE                  |        0.99 |            19.99 |         21
 STORM HAPPINESS             |        0.99 |            28.99 |         30
 STORY SIDE                  |        0.99 |            27.99 |         29
 STRAIGHT HOURS              |        0.99 |            19.99 |         21
 STRANGELOVE DESIRE          |        0.99 |            27.99 |         29
 STRANGER STRANGERS          |        4.99 |            12.99 |          3
 STRANGERS GRAFFITI          |        4.99 |            22.99 |          5
 STREAK RIDGEMONT            |        0.99 |            28.99 |         30
 STREETCAR INTENTIONS        |        4.99 |            11.99 |          3
 STRICTLY SCARFACE           |        2.99 |            24.99 |          9
 SUBMARINE BED               |        4.99 |            21.99 |          5
 SUGAR WONKA                 |        4.99 |            20.99 |          5
 SUICIDES SILENCE            |        4.99 |            13.99 |          3
 SUIT WALLS                  |        4.99 |            12.99 |          3
 SUMMER SCARFACE             |        0.99 |            25.99 |         27
 SUN CONFESSIONS             |        0.99 |             9.99 |         11
 SUNDANCE INVASION           |        0.99 |            21.99 |         23
 SUNRISE LEAGUE              |        4.99 |            19.99 |          5
 SUNSET RACER                |        0.99 |            28.99 |         30
 SUPER WYOMING               |        4.99 |            10.99 |          3
 SUPERFLY TRIP               |        0.99 |            27.99 |         29
 SUSPECTS QUILLS             |        2.99 |            22.99 |          8
 SWARM GOLD                  |        0.99 |            12.99 |         14
 SWEDEN SHINING              |        4.99 |            19.99 |          5
 SWEET BROTHERHOOD           |        2.99 |            27.99 |         10
 SWEETHEARTS SUSPECTS        |        0.99 |            13.99 |         15
 TADPOLE PARK                |        2.99 |            13.99 |          5
 TALENTED HOMICIDE           |        0.99 |             9.99 |         11
 TARZAN VIDEOTAPE            |        2.99 |            11.99 |          5
 TAXI KICK                   |        0.99 |            23.99 |         25
 TEEN APOLLO                 |        4.99 |            25.99 |          6
 TELEGRAPH VOYAGE            |        4.99 |            20.99 |          5
 TELEMARK HEARTBREAKERS      |        2.99 |             9.99 |          4
 TEMPLE ATTRACTION           |        4.99 |            13.99 |          3
 TENENBAUMS COMMAND          |        0.99 |            24.99 |         26
 TEQUILA PAST                |        4.99 |            17.99 |          4
 TERMINATOR CLUB             |        4.99 |            11.99 |          3
 TEXAS WATCH                 |        0.99 |            22.99 |         24
 THEORY MERMAID              |        0.99 |             9.99 |         11
 THIEF PELICAN               |        4.99 |            28.99 |          6
 THIN SAGEBRUSH              |        4.99 |             9.99 |          3
 TIES HUNGER                 |        4.99 |            28.99 |          6
 TIGHTS DAWN                 |        0.99 |            14.99 |         16
 TIMBERLAND SKY              |        0.99 |            13.99 |         15
 TITANIC BOONDOCK            |        4.99 |            18.99 |          4
 TITANS JERK                 |        4.99 |            11.99 |          3
 TOMATOES HELLFIGHTERS       |        0.99 |            23.99 |         25
 TOMORROW HUSTLER            |        2.99 |            21.99 |          8
 TOOTSIE PILOT               |        0.99 |            10.99 |         12
 TORQUE BOUND                |        4.99 |            27.99 |          6
 TOURIST PELICAN             |        4.99 |            18.99 |          4
 TOWERS HURRICANE            |        0.99 |            14.99 |         16
 TOWN ARK                    |        2.99 |            17.99 |          7
 TRACY CIDER                 |        0.99 |            29.99 |         31
 TRADING PINOCCHIO           |        4.99 |            22.99 |          5
 TRAFFIC HOBBIT              |        4.99 |            13.99 |          3
 TRAIN BUNCH                 |        4.99 |            26.99 |          6
 TRAINSPOTTING STRANGERS     |        4.99 |            10.99 |          3
 TRAMP OTHERS                |        0.99 |            27.99 |         29
 TRANSLATION SUMMER          |        0.99 |            10.99 |         12
 TRAP GUYS                   |        4.99 |            11.99 |          3
 TREASURE COMMAND            |        0.99 |            28.99 |         30
 TREATMENT JEKYLL            |        0.99 |            19.99 |         21
 TRIP NEWTON                 |        4.99 |            14.99 |          4
 TROJAN TOMORROW             |        2.99 |             9.99 |          4
 TROOPERS METAL              |        0.99 |            20.99 |         22
 TROUBLE DATE                |        2.99 |            13.99 |          5
 TRUMAN CRAZY                |        4.99 |             9.99 |          3
 TURN STAR                   |        2.99 |            10.99 |          4
 TUXEDO MILE                 |        2.99 |            24.99 |          9
 TWISTED PIRATES             |        4.99 |            23.99 |          5
 TYCOON GATHERING            |        4.99 |            17.99 |          4
 UNBREAKABLE KARATE          |        0.99 |            16.99 |         18
 UNCUT SUICIDES              |        2.99 |            29.99 |         11
 UNDEFEATED DALMATIONS       |        4.99 |            22.99 |          5
 UNFAITHFUL KILL             |        2.99 |            12.99 |          5
 UNFORGIVEN ZOOLANDER        |        0.99 |            15.99 |         17
 UNITED PILOT                |        0.99 |            27.99 |         29
 UNTOUCHABLES SUNRISE        |        2.99 |            11.99 |          5
 UPRISING UPTOWN             |        2.99 |            16.99 |          6
 UPTOWN YOUNG                |        2.99 |            16.99 |          6
 USUAL UNTOUCHABLES          |        4.99 |            21.99 |          5
 VACATION BOONDOCK           |        2.99 |            23.99 |          9
 VALENTINE VANISHING         |        0.99 |             9.99 |         11
 VALLEY PACKER               |        0.99 |            21.99 |         23
 VAMPIRE WHALE               |        4.99 |            11.99 |          3
 VANILLA DAY                 |        4.99 |            20.99 |          5
 VANISHED GARDEN             |        0.99 |            17.99 |         19
 VANISHING ROCKY             |        2.99 |            21.99 |          8
 VARSITY TRIP                |        2.99 |            14.99 |          6
 VELVET TERMINATOR           |        4.99 |            14.99 |          4
 VERTIGO NORTHWEST           |        2.99 |            17.99 |          7
 VICTORY ACADEMY             |        0.99 |            19.99 |         21
 VIDEOTAPE ARSENIC           |        4.99 |            10.99 |          3
 VIETNAM SMOOCHY             |        0.99 |            27.99 |         29
 VILLAIN DESPERATE           |        4.99 |            27.99 |          6
 VIRGIN DAISY                |        4.99 |            29.99 |          7
 VIRGINIAN PLUTO             |        0.99 |            22.99 |         24
 VIRTUAL SPOILERS            |        4.99 |            14.99 |          4
 VISION TORQUE               |        0.99 |            16.99 |         18
 VOICE PEACH                 |        0.99 |            22.99 |         24
 VOLCANO TEXAS               |        0.99 |            27.99 |         29
 VOLUME HOUSE                |        4.99 |            12.99 |          3
 VOYAGE LEGALLY              |        0.99 |            28.99 |         30
 WAGON JAWS                  |        2.99 |            17.99 |          7
 WAIT CIDER                  |        0.99 |             9.99 |         11
 WAKE JAWS                   |        4.99 |            18.99 |          4
 WALLS ARTIST                |        4.99 |            19.99 |          5
 WANDA CHAMBER               |        4.99 |            23.99 |          5
 WAR NOTTING                 |        4.99 |            26.99 |          6
 WARDROBE PHANTOM            |        2.99 |            19.99 |          7
 WARLOCK WEREWOLF            |        2.99 |            10.99 |          4
 WARS PLUTO                  |        2.99 |            15.99 |          6
 WASH HEAVENLY               |        4.99 |            22.99 |          5
 WASTELAND DIVINE            |        2.99 |            18.99 |          7
 WATCH TRACY                 |        0.99 |            12.99 |         14
 WATERFRONT DELIVERANCE      |        4.99 |            17.99 |          4
 WATERSHIP FRONTIER          |        0.99 |            28.99 |         30
 WEDDING APOLLO              |        0.99 |            14.99 |         16
 WEEKEND PERSONAL            |        2.99 |            26.99 |         10
 WEREWOLF LOLA               |        4.99 |            19.99 |          5
 WEST LION                   |        4.99 |            29.99 |          7
 WESTWARD SEABISCUIT         |        0.99 |            11.99 |         13
 WHALE BIKINI                |        4.99 |            11.99 |          3
 WHISPERER GIANT             |        4.99 |            24.99 |          6
 WIFE TURN                   |        4.99 |            27.99 |          6
 WILD APOLLO                 |        0.99 |            24.99 |         26
 WILLOW TRACY                |        2.99 |            22.99 |          8
 WIND PHANTOM                |        0.99 |            12.99 |         14
 WINDOW SIDE                 |        2.99 |            25.99 |          9
 WISDOM WORKER               |        0.99 |            12.99 |         14
 WITCHES PANIC               |        4.99 |            10.99 |          3
 WIZARD COLDBLOODED          |        4.99 |            12.99 |          3
 WOLVES DESIRE               |        0.99 |            13.99 |         15
 WOMEN DORADO                |        0.99 |            23.99 |         25
 WON DARES                   |        2.99 |            18.99 |          7
 WONDERFUL DROP              |        2.99 |            20.99 |          8
 WONDERLAND CHRISTMAS        |        4.99 |            19.99 |          5
 WONKA SEA                   |        2.99 |            24.99 |          9
 WORDS HUNTER                |        2.99 |            13.99 |          5
 WORKER TARZAN               |        2.99 |            26.99 |         10
 WORKING MICROCOSMOS         |        4.99 |            22.99 |          5
 WORLD LEATHERNECKS          |        0.99 |            13.99 |         15
 WORST BANGER                |        2.99 |            26.99 |         10
 WRATH MILE                  |        0.99 |            17.99 |         19
 WRONG BEHAVIOR              |        2.99 |            10.99 |          4
 WYOMING STORM               |        4.99 |            29.99 |          7
 YENTL IDAHO                 |        4.99 |            11.99 |          3
 YOUNG LANGUAGE              |        0.99 |             9.99 |         11
 YOUTH KICK                  |        0.99 |            14.99 |         16
 ZHIVAGO CORE                |        0.99 |            10.99 |         12
 ZOOLANDER FICTION           |        2.99 |            28.99 |         10
 ZORRO ARK                   |        4.99 |            18.99 |          4
(1000 rows)

            title            | length 
-----------------------------+--------
 AFRICAN EGG                 |    130
 AGENT TRUMAN                |    169
 ALAMO VIDEOTAPE             |    126
 ALASKA PHANTOM              |    136
 ALI FOREVER                 |    150
 ALLEY EVOLUTION             |    180
 AMERICAN CIRCUS             |    129
 ANALYZE HOOSIERS            |    181
 ANONYMOUS HUMAN             |    179
 ANTITRUST TOMATOES          |    168
 APOLLO TEEN                 |    153
 ARACHNOPHOBIA ROLLERCOASTER |    147
 ARGONAUTS TOWN              |    127
 ARIZONA BANG                |    121
 ARMY FLINTSTONES            |    148
 ARSENIC INDEPENDENCE        |    137
 ARTIST COLDBLOODED          |    170
 ATLANTIS CAUSE              |    170
 BABY HALL                   |    153
 BADMAN DAWN                 |    162
 BAKED CLEOPATRA             |    182
 BALLROOM MOCKINGBIRD        |    173
 BAREFOOT MANCHURIAN         |    129
 BEACH HEARTBREAKERS         |    122
 BEAR GRACELAND              |    160
 BEAUTY GREASE               |    175
 BEETHOVEN EXORCIST          |    151
 BETRAYED REAR               |    122
 BIKINI BORROWERS            |    142
 BINGO TALENTED              |    150
 BIRCH ANTITRUST             |    162
 BIRD INDEPENDENCE           |    163
 BLANKET BEVERLY             |    148
 BOOGIE AMELIE               |    121
 BORN SPINAL                 |    179
 BRANNIGAN SUNRISE           |    121
 BRAVEHEART HUMAN            |    176
 BREAKFAST GOLDFINGER        |    123
 BREAKING HOME               |    169
 BRINGING HYSTERICAL         |    136
 BROOKLYN DESERT             |    161
 BUCKET BROTHERHOOD          |    133
 BULL SHAWSHANK              |    125
 CAMPUS REMEMBER             |    167
 CANDLES GRAPES              |    135
 CAPER MOTIONS               |    176
 CAROL TEXAS                 |    151
 CASPER DRAGONFLY            |    163
 CASUALTIES ENCINO           |    179
 CATCH AMISTAD               |    183
 CAUSE DATE                  |    179
 CENTER DINOSAUR             |    152
 CHAPLIN LICENSE             |    146
 CHICAGO NORTH               |    185
 CHICKEN HELLFIGHTERS        |    122
 CHILL LUCK                  |    142
 CHISUM BEHAVIOR             |    124
 CHOCOLATE DUCK              |    132
 CHRISTMAS MOONSHINE         |    150
 CINCINATTI WHISPERER        |    143
 CITIZEN SHREK               |    165
 CLEOPATRA DEVIL             |    150
 CLERKS ANGELS               |    164
 CLOCKWORK PARADISE          |    143
 CLONES PINOCCHIO            |    124
 CLYDE THEORY                |    139
 COLOR PHILADELPHIA          |    149
 CONFIDENTIAL INTERVIEW      |    180
 CONFUSED CANDLES            |    122
 CONNECTICUT TRAMP           |    172
 CONQUERER NUTS              |    173
 CONSPIRACY SPIRIT           |    184
 CONTACT ANONYMOUS           |    166
 CONTROL ANTHEM              |    185
 COWBOY DOOM                 |    146
 CRAZY HOME                  |    136
 CREATURES SHAKESPEARE       |    139
 CREEPERS KANE               |    172
 CROOKED FROGMEN             |    143
 CROSSROADS CASUALTIES       |    153
 CRYSTAL BREAKING            |    184
 CURTAIN VIDEOTAPE           |    133
 CYCLONE FAMILY              |    176
 DADDY PITTSBURGH            |    161
 DANCING FEVER               |    144
 DANGEROUS UPTOWN            |    121
 DARKO DORADO                |    130
 DARLING BREAKING            |    165
 DARN FORRESTER              |    185
 DECEIVER BETRAYED           |    122
 DETECTIVE VISION            |    143
 DIRTY ACE                   |    147
 DISCIPLE MOTHER             |    141
 DOGMA FAMILY                |    122
 DONNIE ALLEY                |    125
 DORADO NOTTING              |    139
 DOUBLE WRATH                |    177
 DOUBTFIRE LABYRINTH         |    154
 DOZEN LION                  |    177
 DRACULA CRYSTAL             |    176
 DRAGON SQUAD                |    170
 DRAGONFLY STRANGERS         |    133
 DREAM PICKUP                |    135
 DRIVER ANNIE                |    159
 DRIVING POLISH              |    175
 DROP WATERFRONT             |    178
 DUDE BLINDNESS              |    132
 DUFFEL APOCALYPSE           |    171
 DURHAM PANKY                |    154
 DYING MAKER                 |    168
 DYNAMITE TARZAN             |    141
 EAGLES PANKY                |    140
 EASY GLADIATOR              |    148
 EDGE KISSING                |    153
 ELEPHANT TROJAN             |    126
 ELF MURDER                  |    155
 ELIZABETH SHANE             |    152
 EMPIRE MALKOVICH            |    177
 ENCINO ELF                  |    143
 ENOUGH RAGING               |    158
 ENTRAPMENT SATISFACTION     |    176
 ESCAPE METROPOLIS           |    167
 EVERYONE CRAFT              |    163
 EVOLUTION ALTER             |    174
 EXORCIST STING              |    167
 EXPECATIONS NATURAL         |    138
 EXPRESS LONELY              |    178
 EXTRAORDINARY CONQUERER     |    122
 EYES DRIVING                |    172
 FACTORY DRAGON              |    144
 FAMILY SWEET                |    155
 FANTASIA PARK               |    131
 FARGO GANDHI                |    130
 FERRIS MOTHER               |    142
 FEVER EMPIRE                |    158
 FINDING ANACONDA            |    156
 FIRE WOLVES                 |    173
 FIREBALL PHILADELPHIA       |    148
 FISH OPUS                   |    125
 FLASH WARS                  |    123
 FLIGHT LIES                 |    179
 FLINTSTONES HAPPINESS       |    148
 FLOATS GARDEN               |    145
 FOOL MOCKINGBIRD            |    158
 FOREVER CANDIDATE           |    131
 FRANKENSTEIN STRANGER       |    159
 FREAKY POCUS                |    126
 FREEDOM CLEOPATRA           |    133
 FRONTIER CABIN              |    183
 FURY MURDER                 |    178
 GABLES METROPOLIS           |    161
 GALAXY SWEETHEARTS          |    128
 GANGS PRIDE                 |    185
 GATHERING CALENDAR          |    176
 GENTLEMEN STAGE             |    125
 GILMORE BOILED              |    163
 GLADIATOR WESTWARD          |    173
 GOLD RIVER                  |    154
 GOLDMINE TYCOON             |    153
 GOSFORD DONNIE              |    129
 GRACELAND DYNAMITE          |    140
 GRADUATE LORD               |    156
 GRAPES FURY                 |    155
 GREASE YOUTH                |    135
 GREEDY ROOTS                |    166
 GREEK EVERYONE              |    176
 GRINCH MASSAGE              |    150
 GRIT CLOCKWORK              |    137
 GROUNDHOG UNCUT             |    139
 GUNFIGHTER MUSSOLINI        |    127
 HALF OUTFIELD               |    146
 HAMLET WISDOM               |    146
 HAROLD FRENCH               |    168
 HARRY IDAHO                 |    121
 HAUNTING PIANIST            |    181
 HEDWIG ALTER                |    169
 HOBBIT ALIEN                |    157
 HOCUS FRIDA                 |    141
 HOLES BRANNIGAN             |    128
 HOLLOW JEOPARDY             |    136
 HOLOCAUST HIGHBALL          |    149
 HOME PITY                   |    185
 HOMICIDE PEACH              |    141
 HOOSIERS BIRDCAGE           |    176
 HOPE TOOTSIE                |    139
 HORROR REIGN                |    139
 HOTEL HAPPINESS             |    181
 HOURS RAGE                  |    122
 HUNCHBACK IMPOSSIBLE        |    151
 HUNTER ALTER                |    125
 HYSTERICAL GRAIL            |    150
 ICE CROSSING                |    131
 IDAHO LOVE                  |    172
 IGBY MAKER                  |    160
 ILLUSION AMELIE             |    122
 IMAGE PRINCESS              |    178
 IMPACT ALADDIN              |    180
 INCH JET                    |    167
 INDEPENDENCE HOTEL          |    157
 INDIAN LOVE                 |    135
 INNOCENT USUAL              |    178
 INSECTS STONE               |    123
 INTRIGUE WORST              |    181
 ITALIAN AFRICAN             |    174
 JACKET FRISCO               |    181
 JADE BUNCH                  |    174
 JAPANESE RUN                |    135
 JASON TRAP                  |    130
 JEDI BENEATH                |    128
 JERICHO MULAN               |    171
 JERK PAYCHECK               |    172
 JINGLE SAGEBRUSH            |    124
 JUMANJI BLADE               |    121
 JUNGLE CLOSER               |    134
 KENTUCKIAN GIANT            |    169
 KICK SAVANNAH               |    179
 KILLER INNOCENT             |    161
 KING EVOLUTION              |    184
 KISS GLORY                  |    163
 KISSING DOLLS               |    141
 KRAMER CHOCOLATE            |    171
 LAMBS CINCINATTI            |    144
 LAWLESS VISION              |    181
 LAWRENCE LOVE               |    175
 LEATHERNECKS DWARFS         |    153
 LESSON CLEOPATRA            |    167
 LIAISONS SWEET              |    140
 LIBERTY MAGNIFICENT         |    138
 LIES TREATMENT              |    147
 LIFE TWISTED                |    137
 LIGHTS DEER                 |    174
 LOATHING LEGALLY            |    140
 LOLITA WORLD                |    155
 LOSE INCH                   |    137
 LOVE SUICIDES               |    181
 LOVERBOY ATTACKS            |    162
 LUCK OPUS                   |    152
 MADISON TRAP                |    147
 MADNESS ATTACKS             |    178
 MAGNOLIA FORRESTER          |    171
 MAIDEN HOME                 |    138
 MAJESTIC FLOATS             |    130
 MAKER GABLES                |    136
 MALKOVICH PET               |    159
 MALLRATS UNITED             |    133
 MALTESE HOPE                |    127
 MANCHURIAN CURTAIN          |    177
 MASK PEACH                  |    123
 MASKED BUBBLE               |    151
 MASSACRE USUAL              |    165
 MASSAGE IMAGE               |    161
 MENAGERIE RUSHMORE          |    147
 METAL ARMAGEDDON            |    161
 MIGHTY LUCK                 |    122
 MILLION ACE                 |    142
 MINDS TRUMAN                |    149
 MINE TITANS                 |    166
 MIRACLE VIRTUAL             |    162
 MISSION ZOOLANDER           |    164
 MIXED DOORS                 |    180
 MODEL FISH                  |    175
 MONEY HAROLD                |    135
 MONSOON CAUSE               |    182
 MONTEREY LABYRINTH          |    158
 MONTEZUMA COMMAND           |    126
 MOONSHINE CABIN             |    171
 MOONWALKER FOOL             |    184
 MOTIONS DETAILS             |    166
 MOURNING PURPLE             |    146
 MULAN MOON                  |    160
 MULHOLLAND BEAST            |    157
 MUMMY CREATURES             |    160
 MURDER ANTITRUST            |    166
 MUSCLE BRIGHT               |    185
 MUSIC BOONDOCK              |    129
 MUSSOLINI SPOILERS          |    180
 NAME DETECTIVE              |    178
 NASH CHOCOLAT               |    180
 NECKLACE OUTBREAK           |    132
 NEIGHBORS CHARADE           |    161
 NEMO CAMPUS                 |    131
 NEWSIES STORY               |    159
 NIGHTMARE CHILL             |    149
 NORTHWEST POLISH            |    172
 NOTORIOUS REUNION           |    128
 NUTS TIES                   |    145
 OLEANDER CLUE               |    161
 OPEN AFRICAN                |    131
 OPERATION OPERATION         |    156
 OUTBREAK DIVINE             |    169
 OUTFIELD MASSACRE           |    129
 OUTLAW HANKY                |    148
 PACIFIC AMISTAD             |    144
 PAJAMA JAWBREAKER           |    126
 PAPI NECKLACE               |    128
 PARIS WEEKEND               |    121
 PAST SUICIDES               |    157
 PATTON INTERVIEW            |    175
 PAYCHECK WAIT               |    145
 PEACH INNOCENT              |    160
 PHILADELPHIA WIFE           |    137
 PIANIST OUTFIELD            |    136
 PITTSBURGH HUNCHBACK        |    134
 PIZZA JUMANJI               |    173
 PLATOON INSTINCT            |    132
 POCUS PULP                  |    138
 POLLOCK DELIVERANCE         |    137
 POND SEATTLE                |    185
 POSEIDON FOREVER            |    159
 POTLUCK MIXED               |    179
 PRESIDENT BANG              |    144
 PSYCHO SHRUNK               |    155
 PURE RUNNER                 |    121
 QUEEN LUKE                  |    163
 QUEST MUSSOLINI             |    177
 RACER EGG                   |    147
 RAGING AIRPLANE             |    154
 RANGE MOONWALKER            |    147
 REAP UNFAITHFUL             |    136
 RECORDS ZORRO               |    182
 REDEMPTION COMFORTS         |    179
 REDS POCUS                  |    182
 REEF SALUTE                 |    123
 REQUIEM TYCOON              |    167
 RIDER CADDYSHACK            |    177
 RIGHT CRANES                |    153
 RIVER OUTLAW                |    149
 ROAD ROXANNE                |    158
 ROBBERY BRIGHT              |    134
 ROCKETEER MOTHER            |    178
 ROCKY WAR                   |    145
 ROLLERCOASTER BRINGING      |    153
 ROSES TREASURE              |    162
 ROXANNE REBEL               |    171
 RULES HUMAN                 |    153
 RUN PACIFIC                 |    145
 RUNAWAY TENENBAUMS          |    181
 RUSHMORE MERMAID            |    150
 SAINTS BRIDE                |    125
 SANTA PARIS                 |    154
 SASSY PACKER                |    154
 SATURDAY LAMBS              |    150
 SATURN NAME                 |    182
 SCALAWAG DUCK               |    183
 SCHOOL JACKET               |    151
 SCISSORHANDS SLUMS          |    147
 SCORPION APOLLO             |    137
 SEARCHERS WAIT              |    182
 SECRETARY ROUGE             |    158
 SEVEN SWARM                 |    127
 SHINING ROSES               |    125
 SHOW LORD                   |    167
 SHREK LICENSE               |    154
 SHRUNK DIVINE               |    139
 SIERRA DIVIDE               |    135
 SINNERS ATLANTIS            |    126
 SISTER FREDDY               |    152
 SKY MIRACLE                 |    132
 SLACKER LIAISONS            |    179
 SLEEPING SUSPECTS           |    129
 SLEEPY JAPANESE             |    137
